시,지역명,법정동,단지명,금액_만원,전용면적,층,건축년도,거래년,거래월,거래일,거래일자,거래년월,거래유형,매수자,매도자,지역코드,지번
용인시,용인시 처인구,역북동,동산6차,14600,75.6,3,1990,2026,3,19,2026-03-19,2026-03,중개거래,개인,개인,41461,467-4
용인시,용인시 처인구,김량장동,현대아파트,26300,59.985,4,1995,2026,3,22,2026-03-22,2026-03,중개거래,개인,개인,41461,4-2
용인시,용인시 처인구,이동읍 송전리,송전마을세광엔리치타워,38000,109.391,2,2010,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,1227
용인시,용인시 처인구,삼가동,용인행정타운두산위브1단지,58500,104.34,9,2013,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,562
용인시,용인시 처인구,마평동,푸른마을용인자이,37800,84.915,2,2006,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,957
용인시,용인시 처인구,삼가동,진우(삼가동),26800,59.96,9,1999,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,265
용인시,용인시 처인구,역북동,우미린센트럴파크,59500,75.3381,16,2017,2026,3,16,2026-03-16,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,고림동,예진마을인정피렌체,25800,84.9801,2,2001,2026,3,22,2026-03-22,2026-03,중개거래,개인,개인,41461,995
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,43800,63.6851,15,2019,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,김량장동,용인드마크데시앙,76500,84.9636,15,2024,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,530
용인시,용인시 처인구,역북동,우미린센트럴파크,54500,59.9809,26,2017,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,고림동,양우내안애에듀파크,40000,84.8059,27,2018,2026,3,9,2026-03-09,2026-03,중개거래,개인,개인,41461,1005
용인시,용인시 처인구,역북동,금강,35000,84.945,12,1999,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,721-2
용인시,용인시 처인구,양지읍 양지리,용인양지세영리첼아파트,37800,79.1675,13,2023,2026,3,23,2026-03-23,2026-03,중개거래,개인,개인,41461,925
용인시,용인시 처인구,양지읍 양지리,용인양지세영리첼아파트,34000,75.4861,18,2023,2026,3,20,2026-03-20,2026-03,중개거래,개인,개인,41461,925
용인시,용인시 처인구,마평동,라이프,26700,84.99,13,1993,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,605-1
용인시,용인시 처인구,고림동,용인고림양우내안愛더센트럴,46000,64.9803,2,2023,2026,3,22,2026-03-22,2026-03,중개거래,개인,개인,41461,1033
용인시,용인시 처인구,포곡읍 둔전리,용인포곡삼성쉐르빌,38800,84.9578,7,2012,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,449
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,43000,63.6851,13,2019,2026,3,22,2026-03-22,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,고림동,예원마을코아루,23000,84.75,11,2004,2026,3,21,2026-03-21,2026-03,중개거래,개인,개인,41461,1002
용인시,용인시 처인구,역북동,삼성(역북동),16500,73.26,2,1989,2026,3,20,2026-03-20,2026-03,중개거래,개인,개인,41461,381
용인시,용인시 처인구,고림동,용인고림양우내안愛더센트럴,50500,64.9803,7,2023,2026,3,21,2026-03-21,2026-03,중개거래,개인,개인,41461,1033
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티6단지,43500,84.658,25,2018,2026,3,20,2026-03-20,2026-03,중개거래,개인,개인,41461,954
용인시,용인시 처인구,삼가동,용인행정타운두산위브1단지,49000,104.25,4,2013,2026,3,21,2026-03-21,2026-03,중개거래,개인,개인,41461,562
용인시,용인시 처인구,포곡읍 둔전리,용인포곡삼성쉐르빌,39000,84.788,6,2012,2026,3,21,2026-03-21,2026-03,중개거래,개인,개인,41461,449
용인시,용인시 처인구,역북동,용인명지대역동원로얄듀크,52700,59.9991,13,2018,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,734
용인시,용인시 처인구,역북동,역북지웰푸르지오,52700,74.9964,10,2017,2026,3,20,2026-03-20,2026-03,중개거래,개인,개인,41461,809
용인시,용인시 처인구,김량장동,라이프미성,21000,84.97,12,1991,2026,3,19,2026-03-19,2026-03,중개거래,개인,개인,41461,193
용인시,용인시 처인구,양지읍 양지리,용인양지세영리첼아파트,34500,77.7489,16,2023,2026,3,11,2026-03-11,2026-03,중개거래,개인,개인,41461,925
용인시,용인시 처인구,역북동,서희스타힐스포레스트,38300,59.9957,6,2023,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,826
용인시,용인시 처인구,고림동,양우내안애에듀파크,49800,74.8836,8,2018,2026,3,19,2026-03-19,2026-03,중개거래,개인,개인,41461,1005
용인시,용인시 처인구,이동읍 천리,샘골마을풍성신미주1단지,30500,84.8832,5,2005,2026,3,19,2026-03-19,2026-03,중개거래,개인,개인,41461,1119
용인시,용인시 처인구,김량장동,에스원스마트빌,6550,12.542,5,2014,2026,3,17,2026-03-17,2026-03,중개거래,개인,개인,41461,63-9
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티6단지,35500,59.534,16,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,954
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,45500,84.658,20,2018,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,모현읍 왕산리,용인모현스위첸,36500,84.981,13,2012,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,948
용인시,용인시 처인구,역북동,역북지웰푸르지오,57500,84.9884,6,2017,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,809
용인시,용인시 처인구,역북동,역북지웰푸르지오,46300,59.6353,5,2017,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,809
용인시,용인시 처인구,마평동,우성(마평동),27500,84.855,3,1996,2026,3,9,2026-03-09,2026-03,직거래,개인,개인,41461,650-1
용인시,용인시 처인구,유방동,인정프린스1,18700,59.93,10,1994,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,1007-1
용인시,용인시 처인구,역북동,역북지웰푸르지오,59000,84.9774,12,2017,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,809
용인시,용인시 처인구,삼가동,늘푸른오스카빌2단지,31500,84.93,6,2004,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,551
용인시,용인시 처인구,고림동,용인고림양우내안愛더센트럴,52000,64.6939,22,2023,2026,3,18,2026-03-18,2026-03,중개거래,개인,개인,41461,1033
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티6단지,42000,90.083,3,2018,2026,3,17,2026-03-17,2026-03,직거래,개인,개인,41461,954
용인시,용인시 처인구,김량장동,대연,9000,52.29,3,1987,2026,3,13,2026-03-13,2026-03,직거래,개인,개인,41461,291
용인시,용인시 처인구,포곡읍 둔전리,인정멜로디,18800,53.925,12,1998,2026,3,17,2026-03-17,2026-03,중개거래,개인,개인,41461,319
용인시,용인시 처인구,고림동,예원마을코아루,21000,84.75,11,2004,2026,3,4,2026-03-04,2026-03,직거래,개인,개인,41461,1002
용인시,용인시 처인구,이동읍 천리,한천마을금광베네스타,22000,84.808,1,2008,2026,3,17,2026-03-17,2026-03,직거래,개인,개인,41461,1134
용인시,용인시 처인구,양지읍 양지리,용인양지동문디이스트,31000,59.4176,12,2023,2026,3,17,2026-03-17,2026-03,중개거래,개인,개인,41461,474-3
용인시,용인시 처인구,유방동,용인보평역서희스타힐스리버파크,33800,52.598,1,2024,2026,3,17,2026-03-17,2026-03,중개거래,개인,개인,41461,330-1
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,35700,59.709,10,2018,2026,3,14,2026-03-14,2026-03,직거래,개인,개인,41461,681
용인시,용인시 처인구,포곡읍 영문리,베네치아빌리지,22500,59.6404,7,2002,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,555
용인시,용인시 처인구,포곡읍 둔전리,인정멜로디,19000,53.925,15,1998,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,319
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,42500,63.6851,5,2019,2026,3,17,2026-03-17,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,역북동,우미린센트럴파크,54000,59.9809,15,2017,2026,3,16,2026-03-16,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,역북동,용인명지대역동원로얄듀크,62000,84.9973,14,2018,2026,3,16,2026-03-16,2026-03,중개거래,개인,개인,41461,734
용인시,용인시 처인구,역북동,우미린센트럴파크,63700,84.996,9,2017,2026,3,16,2026-03-16,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,역북동,골드클래스,58000,83.7764,19,2017,2026,3,6,2026-03-06,2026-03,중개거래,개인,개인,41461,808
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,45000,63.6851,10,2019,2026,3,16,2026-03-16,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,김량장동,용인드마크데시앙,65500,74.9539,25,2024,2026,3,12,2026-03-12,2026-03,중개거래,개인,개인,41461,530
용인시,용인시 처인구,남동,삼라마이다스빌,27800,84.8787,1,2004,2026,3,17,2026-03-17,2026-03,중개거래,개인,개인,41461,684
용인시,용인시 처인구,고림동,임원마을영화아이닉스,24000,81.3158,17,2002,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,996
용인시,용인시 처인구,고림동,예원마을코아루,21000,84.75,7,2004,2026,3,16,2026-03-16,2026-03,중개거래,개인,개인,41461,1002
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티6단지,35200,59.968,21,2018,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,954
용인시,용인시 처인구,고림동,보평마을삼정그린뷰,28000,84.96,8,2004,2026,3,10,2026-03-10,2026-03,중개거래,개인,개인,41461,1001
용인시,용인시 처인구,유방동,용인보평역서희스타힐스리버파크,37700,53.2642,28,2024,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,330-1
용인시,용인시 처인구,역북동,우미린센트럴파크,65000,84.9894,24,2017,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,45000,63.6851,23,2019,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,50000,74.9809,18,2019,2026,3,15,2026-03-15,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,이동읍 송전리,송전마을세광엔리치타워,31300,78.388,9,2010,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,1227
용인시,용인시 처인구,고림동,양우내안애에듀파크,43500,64.8938,11,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,1005
용인시,용인시 처인구,포곡읍 삼계리,계수마을수목원우림필유,25000,101.32,13,2007,2026,3,16,2026-03-16,2026-03,직거래,개인,개인,41461,672
용인시,용인시 처인구,김량장동,삼환(김량장동),33000,84.99,6,1999,2026,3,15,2026-03-15,2026-03,중개거래,개인,개인,41461,502-2
용인시,용인시 처인구,역북동,서희스타힐스포레스트,41000,59.9957,22,2023,2026,3,13,2026-03-13,2026-03,직거래,개인,개인,41461,826
용인시,용인시 처인구,역북동,우미린센트럴파크,62000,84.9882,9,2017,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,김량장동,에스원스마트빌,6700,12.542,10,2014,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,63-9
용인시,용인시 처인구,김량장동,에스원스마트빌,6500,12.542,7,2014,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,63-9
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,44500,63.6851,16,2019,2026,3,15,2026-03-15,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,삼가동,진우(삼가동),29800,84.84,10,1999,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,265
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티4단지,32500,59.534,11,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,952
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,43700,84.658,24,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,역북동,우미린센트럴파크,65500,84.9894,17,2017,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,고림동,예원마을코아루,22000,84.75,13,2004,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,1002
용인시,용인시 처인구,포곡읍 영문리,베네치아빌리지,34500,84.8066,13,2002,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,555
용인시,용인시 처인구,양지읍 양지리,용인양지동문디이스트,29000,59.4176,23,2023,2026,3,14,2026-03-14,2026-03,직거래,개인,개인,41461,474-3
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티6단지,36000,59.798,23,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,954
용인시,용인시 처인구,김량장동,용인드마크데시앙,53000,59.9704,6,2024,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,530
용인시,용인시 처인구,역북동,신성,33000,59.99,11,1998,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,721-1
용인시,용인시 처인구,역북동,용인명지대역동원로얄듀크,50000,59.9991,22,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,734
용인시,용인시 처인구,역북동,우미린센트럴파크,63500,84.9054,27,2017,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,43000,84.658,29,2018,2026,3,14,2026-03-14,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티3단지,37000,59.709,12,2018,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,949
용인시,용인시 처인구,역북동,금강,37000,84.945,7,1999,2026,3,13,2026-03-13,2026-03,중개거래,개인,개인,41461,721-2
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티6단지,47000,84.658,16,2018,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,954
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,47100,74.9809,19,2019,2026,3,13,2026-03-13,2026-03,직거래,개인,개인,41461,1014
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티3단지,35750,59.709,21,2018,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,949
용인시,용인시 처인구,김량장동,스위트홈아파트,19000,45.9,12,2016,2026,3,2,2026-03-02,2026-03,중개거래,개인,개인,41461,329-2
용인시,용인시 처인구,역북동,우미린센트럴파크,63800,84.9882,20,2017,2026,3,11,2026-03-11,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,역북동,동산6차,10000,75.6,5,1990,2026,3,12,2026-03-12,2026-03,직거래,개인,개인,41461,467-4
용인시,용인시 처인구,이동읍 천리,라이프타워,19700,84.96,14,1995,2026,3,6,2026-03-06,2026-03,중개거래,개인,개인,41461,56-4
용인시,용인시 처인구,고림동,힐스테이트용인둔전역,47000,59.7737,3,2024,2026,3,12,2026-03-12,2026-03,중개거래,개인,개인,41461,1021
용인시,용인시 처인구,고림동,예진마을인정피렌체,25000,84.9801,7,2001,2026,3,10,2026-03-10,2026-03,중개거래,개인,법인,41461,995
용인시,용인시 처인구,역북동,우미린센트럴파크,62300,84.9882,6,2017,2026,3,11,2026-03-11,2026-03,중개거래,개인,개인,41461,736
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티4단지,36700,59.798,14,2018,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,952
용인시,용인시 처인구,포곡읍 둔전리,금전마을계룡리슈빌,38000,84.992,5,2006,2026,3,10,2026-03-10,2026-03,중개거래,개인,개인,41461,447
용인시,용인시 처인구,고림동,인정빌리지1,18500,59.93,6,2000,2026,3,8,2026-03-08,2026-03,중개거래,개인,개인,41461,264-8
용인시,용인시 처인구,김량장동,현대아파트,19000,59.985,12,1995,2026,3,11,2026-03-11,2026-03,직거래,개인,개인,41461,4-2
용인시,용인시 처인구,김량장동,용인유메이드,7150,15.0451,6,2017,2026,3,10,2026-03-10,2026-03,중개거래,개인,개인,41461,254-158
용인시,용인시 처인구,김량장동,용인유메이드,7350,15.0451,5,2017,2026,3,10,2026-03-10,2026-03,중개거래,개인,개인,41461,254-158
용인시,용인시 처인구,모현읍 왕산리,힐스테이트몬테로이2단지,62000,84.846,3,2025,2026,3,6,2026-03-06,2026-03,중개거래,개인,법인,41461,954
용인시,용인시 처인구,삼가동,우남퍼스트빌(삼가동),37000,84.8028,10,2003,2026,3,9,2026-03-09,2026-03,중개거래,개인,개인,41461,537
용인시,용인시 처인구,유방동,용인보평역서희스타힐스리버파크,50000,71.131,15,2024,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,330-1
용인시,용인시 처인구,이동읍 송전리,송전마을세광엔리치타워,31000,84.636,6,2010,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,1227
용인시,용인시 처인구,유방동,용인보평역서희스타힐스리버파크,43000,59.8423,18,2024,2026,3,9,2026-03-09,2026-03,중개거래,개인,개인,41461,330-1
용인시,용인시 처인구,유방동,용인보평역서희스타힐스리버파크,43000,59.8423,6,2024,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,330-1
용인시,용인시 처인구,고림동,인정빌리지1,20000,59.93,9,2000,2026,3,2,2026-03-02,2026-03,중개거래,개인,개인,41461,264-8
용인시,용인시 처인구,삼가동,늘푸른오스카빌2단지,32000,84.93,17,2004,2026,3,9,2026-03-09,2026-03,중개거래,개인,개인,41461,551
용인시,용인시 처인구,역북동,신성,26000,59.99,11,1998,2026,3,5,2026-03-05,2026-03,직거래,개인,개인,41461,721-1
용인시,용인시 처인구,삼가동,풍림(삼가동),23000,59.97,3,1998,2026,3,6,2026-03-06,2026-03,중개거래,개인,개인,41461,117
용인시,용인시 처인구,삼가동,용인행정타운두산위브1단지,50000,104.34,7,2013,2026,3,8,2026-03-08,2026-03,중개거래,개인,개인,41461,562
용인시,용인시 처인구,삼가동,풍림(삼가동),22500,59.81,2,1998,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,117
용인시,용인시 처인구,삼가동,풍림(삼가동),24000,59.97,18,1998,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,117
용인시,용인시 처인구,김량장동,김량장동어울림,36800,58.314,17,2009,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,526
용인시,용인시 처인구,고림동,힐스테이트용인고진역1단지,69000,84.9868,25,2024,2026,3,7,2026-03-07,2026-03,중개거래,개인,개인,41461,1026
용인시,용인시 처인구,김량장동,현대아파트,26500,59.985,3,1995,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,4-2
용인시,용인시 처인구,삼가동,용인행정타운두산위브2단지,48700,84.94,6,2013,2026,3,6,2026-03-06,2026-03,중개거래,개인,개인,41461,563
용인시,용인시 처인구,김량장동,현대아파트,27000,59.985,4,1995,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,4-2
용인시,용인시 처인구,김량장동,현대아파트,27800,59.985,11,1995,2026,3,6,2026-03-06,2026-03,중개거래,개인,개인,41461,4-2
용인시,용인시 처인구,김량장동,에스원스마트빌,6200,12.6359,12,2014,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,63-9
용인시,용인시 처인구,포곡읍 둔전리,인정멜로디,18000,53.925,8,1998,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,319
용인시,용인시 처인구,모현읍 왕산리,힐스테이트몬테로이3단지,52000,76.775,5,2024,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,955
용인시,용인시 처인구,역북동,역북지웰푸르지오,61000,84.9248,8,2017,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,809
용인시,용인시 처인구,마평동,푸른마을용인자이,36000,84.915,4,2006,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,957
용인시,용인시 처인구,역북동,서희스타힐스포레스트,53500,84.4547,4,2023,2026,3,5,2026-03-05,2026-03,중개거래,개인,개인,41461,826
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,43900,84.658,21,2018,2026,3,2,2026-03-02,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,고림동,용인고림양우내안愛더센트럴,51500,64.6939,19,2023,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,1033
용인시,용인시 처인구,삼가동,늘푸른오스카빌3단지,34000,84.93,10,2004,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,550
용인시,용인시 처인구,삼가동,우남퍼스트빌(삼가동),36500,84.8028,8,2003,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,537
용인시,용인시 처인구,고림동,인정빌리지1,20000,59.93,14,2000,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,264-8
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,41000,84.658,22,2018,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,백암면 근창리,청와,14800,59.94,4,2010,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,1083
용인시,용인시 처인구,역북동,역북지웰푸르지오,57500,84.8492,29,2017,2026,3,2,2026-03-02,2026-03,중개거래,개인,개인,41461,809
용인시,용인시 처인구,삼가동,진우(삼가동),28000,59.96,23,1999,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,265
용인시,용인시 처인구,삼가동,용인행정타운두산위브3단지,73000,148.97,16,2013,2026,3,4,2026-03-04,2026-03,중개거래,개인,개인,41461,564
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,45700,84.658,14,2018,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티3단지,37000,59.709,9,2018,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,949
용인시,용인시 처인구,고림동,양우내안애에듀퍼스트,54700,84.9754,9,2019,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,1014
용인시,용인시 처인구,마평동,푸른마을용인자이,39000,84.915,4,2006,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,957
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,35700,59.709,13,2018,2026,3,2,2026-03-02,2026-03,중개거래,개인,개인,41461,681
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티3단지,36000,59.709,20,2018,2026,3,2,2026-03-02,2026-03,중개거래,개인,개인,41461,949
용인시,용인시 처인구,고림동,양우내안애에듀파크,55000,84.8059,17,2018,2026,3,1,2026-03-01,2026-03,중개거래,개인,개인,41461,1005
용인시,용인시 처인구,양지읍 양지리,용인양지세영리첼아파트,37700,79.1675,11,2023,2026,3,3,2026-03-03,2026-03,중개거래,개인,개인,41461,925
용인시,용인시 처인구,포곡읍 둔전리,금전마을계룡리슈빌,41000,84.992,15,2006,2026,4,28,2026-04-28,2026-04,중개거래,개인,개인,41461,447
용인시,용인시 처인구,포곡읍 삼계리,그랜드아파트,8100,82.25,1,1996,2026,4,28,2026-04-28,2026-04,직거래,개인,개인,41461,115-2
용인시,용인시 처인구,모현읍 왕산리,용인모현스위첸,35900,84.981,13,2012,2026,4,17,2026-04-17,2026-04,중개거래,개인,개인,41461,948
용인시,용인시 처인구,포곡읍 둔전리,인정멜로디,17800,53.925,2,1998,2026,4,15,2026-04-15,2026-04,중개거래,개인,개인,41461,319
용인시,용인시 처인구,역북동,역북1단지우남퍼스트빌,37500,67.7628,2,2016,2026,4,22,2026-04-22,2026-04,중개거래,개인,개인,41461,781
용인시,용인시 처인구,역북동,청광,15000,74.97,5,1991,2026,4,25,2026-04-25,2026-04,중개거래,개인,개인,41461,271-1
용인시,용인시 처인구,양지읍 양지리,양지마을신원아침도시,25500,84.992,9,2007,2026,4,11,2026-04-11,2026-04,직거래,개인,개인,41461,907
용인시,용인시 처인구,모현읍 왕산리,힐스테이트몬테로이3단지,54000,76.775,9,2024,2026,4,30,2026-04-30,2026-04,중개거래,개인,법인,41461,955
용인시,용인시 처인구,김량장동,삼환나우빌,45000,84.929,13,2008,2026,4,30,2026-04-30,2026-04,중개거래,개인,개인,41461,516
용인시,용인시 처인구,모현읍 왕산리,풍산마을햇빛,19800,59.84,9,2000,2026,4,29,2026-04-29,2026-04,중개거래,개인,개인,41461,464-2
용인시,용인시 처인구,마평동,목련,12000,63.45,3,1990,2026,4,28,2026-04-28,2026-04,중개거래,개인,개인,41461,597-1
용인시,용인시 처인구,삼가동,용인행정타운두산위브2단지,48500,84.94,15,2013,2026,4,25,2026-04-25,2026-04,중개거래,개인,개인,41461,563
용인시,용인시 처인구,마평동,용인두보,26500,84.68,6,1999,2026,4,29,2026-04-29,2026-04,중개거래,개인,개인,41461,923
용인시,용인시 처인구,역북동,신성,31600,59.99,17,1998,2026,4,21,2026-04-21,2026-04,중개거래,개인,개인,41461,721-1
용인시,용인시 처인구,김량장동,창성빌리지,7000,16.03,8,2014,2026,4,28,2026-04-28,2026-04,중개거래,개인,개인,41461,296-35
용인시,용인시 처인구,고림동,힐스테이트용인둔전역,47000,59.8827,7,2024,2026,4,29,2026-04-29,2026-04,중개거래,개인,개인,41461,1021
용인시,용인시 처인구,이동읍 천리,샘골마을풍성신미주2단지,25300,59.8375,8,2005,2026,4,11,2026-04-11,2026-04,중개거래,개인,개인,41461,1124
용인시,용인시 처인구,남사읍 완장리,e편한세상용인한숲시티4단지,39700,84.826,8,2018,2026,4,24,2026-04-24,2026-04,중개거래,개인,개인,41461,952
용인시,용인시 처인구,고림동,힐스테이트용인둔전역,49500,59.7737,25,2024,2026,4,29,2026-04-29,2026-04,중개거래,개인,개인,41461,1021
용인시,용인시 처인구,역북동,서희스타힐스포레스트,52500,84.4547,3,2023,2026,4,22,2026-04-22,2026-04,중개거래,개인,개인,41461,826
용인시,용인시 처인구,고림동,양우내안애에듀파크,45700,64.8938,16,2018,2026,4,17,2026-04-17,2026-04,중개거래,개인,개인,41461,1005
용인시,용인시 처인구,고림동,보평마을삼정그린뷰,30800,84.96,10,2004,2026,4,18,2026-04-18,2026-04,중개거래,개인,개인,41461,1001
용인시,용인시 처인구,남사읍 아곡리,e편한세상용인한숲시티5단지,45900,84.658,5,2018,2026,4,29,2026-04-29,2026-04,중개거래,개인,개인,41461,681
용인시,용인시 처인구,역북동,골드클래스,52500,83.7764,11,2017,2026,4,28,2026-04-28,2026-04,중개거래,개인,개인,41461,808
용인시,용인시 처인구,유방동,성웅,15000,59.92,1,1998,2026,4,3,2026-04-03,2026-04,중개거래,개인,개인,41461,181
용인시,용인시 처인구,역북동,우미린센트럴파크,48500,59.9809,6,2017,2026,4,28,2026-04-28,2026-04,중개거래,개인,개인,41461,736
용인시,용인시 처인구,이동읍 송전리,송전마을세광엔리치타워,31300,78.388,9,2010,2026,4,28,2026-04-28,2026-04,중개거래,개인,개인,41461,1227
용인시,용인시 처인구,양지읍 양지리,용인양지세영리첼아파트,37500,79.1675,3,2023,2026,4,22,2026-04-22,2026-04,중개거래,개인,개인,41461,925
